"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Carlos Alberto";"Brasil";"Def DC, MD";"Nacional de Uberaba";"16";"30";"0";"43.4% (DC)";"48.3% (DC)";"2002161221"
"Carlos Alberto";"Brasil";"Def EC";"Balsas (MA)";"15";"40";"0";"51.9% (DC)";"72.0% (DC)";"2002161329"
"Carlos Alberto";"Brasil";"MA E, PL";"Planaltina EC";"16";"30";"0";"39.9% (Pnt)";"65.0% (Pnt)";"2002161729"
"Carlos Alberto";"Brasil";"MA C";"Botafogo (BA)";"15";"40";"0";"46.3% (MA)";"66.0% (MA)";"2002161803"
"Carlos Alexandre";"Brasil";"Def C";"Joinville";"30";"310";"230";"64.4% (DC)";"67.1% (DC)";"19335471"
"Carlos Alexandre";"Brasil";"GR";"Inter SG";"16";"50";"0";"48.2% (GR)";"56.4% (GR)";"2002129743"
"Carlos Alexandre";"Brasil";"MA D, PL";"Uberlândia";"16";"30";"0";"52.3% (PLR)";"77.1% (PLR)";"2002159630"
"Carlos Alexandre";"Brasil";"Def/Ala/M D";"Boa";"16";"30";"0";"46.1% (DL)";"70.1% (DL)";"2002160066"
"Carlos Andrey";"Brasil";"PL";"Caeté";"25";"120";"0";"63.9% (PLR)";"70.0% (PLR)";"2000062928"
"Carlos Antônio";"Brasil";"MA DE";"Tupynambás";"16";"40";"0";"46.9% (Pnt)";"69.0% (Pnt)";"2002160165"
"Carlos Araújo";"Brasil";"Def C";"Duque de Caxias";"23";"130";"210";"61.8% (DC)";"65.6% (DC)";"2000082403"
"Carlos Augusto";"Brasil / Itália";"Def/Ala/M E";"Inter";"25";"31.420";"3.987.410";"77.1% (DL)";"79.7% (DL)";"19350649"
"Carlos Augusto";"Brasil / Portugal";"Def/MA E";"Bahia";"16";"30";"0";"47.6% (Pnt)";"69.5% (Pnt)";"2002156988"
"Carlos Augusto";"Brasil";"Def D, MD";"Lajeadense";"16";"30";"0";"51.0% (DL)";"76.5% (DL)";"2002160417"
"Carlos Bajé";"Brasil";"MA C";"Comercial (SP)";"23";"70";"0";"64.0% (MA)";"71.0% (MA)";"83335578"
"Carlos Biro";"Brasil";"MD";"Brusque";"20";"160";"60.520";"55.8% (MD)";"71.0% (MD)";"2000215093"
"Carlos Cereto";"Brasil";"GR";"Aruko";"15";"40";"0";"45.1% (GR)";"69.2% (GR)";"2002160562"
"Carlos César";"Brasil";"GR";"Ceilândia";"16";"30";"5.080";"54.2% (GR)";"77.1% (GR)";"2002159404"
"Carlos César";"Brasil";"MA E, PL";"Sete de Setembro";"16";"30";"0";"48.1% (Pnt)";"71.5% (Pnt)";"2002159719"
"Carlos Chabá";"Brasil";"Def C, MD";"Tarxien R.";"30";"560";"9.430";"65.9% (DC)";"71.3% (DC)";"19171587"
"Carlos Daniel";"Brasil";"MA D";"Trofense";"22";"480";"80.810";"62.7% (Pnt)";"67.6% (Pnt)";"19393812"
"Carlos Daniel";"Brasil";"Def/Ala D";"União Mogi";"22";"170";"1.490";"62.0% (DL)";"70.7% (DL)";"19409473"
"Carlos Daniel";"Brasil";"Def/Ala D";"Riopardense";"16";"30";"0";"40.7% (DL)";"60.2% (DL)";"2002161511"
"Carlos Dias";"Brasil";"Def C, MD";"Paraná";"24";"550";"5.880";"66.9% (DL)";"72.2% (DL)";"19376151"
"Carlos Diogo";"Brasil";"MA/Av C";"Fluminense de Feira";"16";"30";"0";"52.2% (PLR)";"70.4% (PLR)";"2002159130"
"Carlos Diogo";"Brasil";"MA/Av C";"Aster Brasil";"16";"30";"0";"51.5% (PLR)";"75.1% (PLR)";"2002161788"
"Carlos Diogo";"Brasil";"MA DC, Av C";"Tocantins (MA)";"16";"40";"0";"41.8% (PLR)";"52.4% (PLR)";"2002162232"
"Carlos Eduardo";"Brasil";"GR";"Al-Adalah";"32";"3.150";"23.127.870";"69.4% (GR)";"70.2% (GR)";"19165313"
"Carlos Eduardo";"Brasil";"MA DE, PL";"Mirassol";"28";"6.120";"967.600";"71.4% (PLR)";"74.9% (PLR)";"19220698"
"Carlos Eduardo";"Brasil";"Def/Ala D";"Portuguesa";"28";"200";"200";"60.4% (DL)";"61.9% (DL)";"19266626"
"Carlos Eduardo";"Brasil";"PL";"Aquidauanense";"22";"280";"0";"55.3% (PLR)";"62.2% (PLR)";"2000026410"
"Carlos Eduardo";"Brasil";"Def/Ala D, MD";"Rio Branco (ES)";"23";"360";"0";"59.6% (DL)";"62.1% (DL)";"2000159151"
"Carlos Eduardo";"Brasil";"MA C";"Oratório";"23";"280";"0";"53.1% (MA)";"63.5% (MA)";"2000160095"
"Carlos Eduardo";"Brasil";"Def C";"Tochigi City";"23";"730";"15.170";"62.4% (DC)";"69.8% (DC)";"2002052036"
"Carlos Eduardo";"Brasil";"GR";"Athletico Paranaense";"20";"550";"200.760";"62.1% (GR)";"74.2% (GR)";"2002088236"
"Carlos Eduardo";"Brasil";"PL";"Pedra Branca (SC)";"16";"80";"0";"53.6% (PLA)";"56.9% (PLA)";"2002129973"
"Carlos Eduardo";"Brasil";"MD";"Aliança";"16";"70";"0";"51.5% (MD)";"63.1% (MD)";"2002130250"
"Carlos Eduardo";"Brasil";"Def/MA E";"Londrina";"16";"30";"0";"52.8% (Pnt)";"73.0% (Pnt)";"2002157364"
"Carlos Eduardo";"Brasil / Portugal";"Def EC, MD";"FC Cascavel";"16";"40";"0";"47.7% (DC)";"56.6% (DC)";"2002158026"
"Carlos Eduardo";"Brasil";"MA DC";"Anápolis";"16";"30";"0";"44.7% (Pnt)";"53.4% (Pnt)";"2002158261"
"Carlos Eduardo";"Brasil / Itália";"Def C, MD";"Operário (PR)";"16";"40";"0";"43.0% (DC)";"52.3% (DC)";"2002158347"
"Carlos Eduardo";"Brasil";"Ala D, MD, M D";"Floresta (CE)";"16";"30";"0";"41.4% (Pnt)";"66.3% (Pnt)";"2002158471"
"Carlos Eduardo";"Brasil";"Def DC";"Petrolina";"16";"30";"0";"44.6% (DL)";"66.9% (DL)";"2002158880"
"Carlos Eduardo";"Brasil / Portugal";"MD";"Mogi Mirim";"16";"30";"0";"50.5% (M)";"70.0% (M)";"2002159196"
"Carlos Eduardo";"Brasil";"MD";"Guarani VA";"16";"40";"0";"41.6% (MD)";"50.3% (MD)";"2002159485"
"Carlos Eduardo";"Brasil / Áustria";"Ala D";"Caxias (SC)";"16";"30";"0";"48.2% (Ala)";"65.9% (DL)";"2002159599"
"Carlos Eduardo";"Brasil";"MA EC";"Rondonópolis";"16";"30";"0";"47.4% (Pnt)";"71.5% (Pnt)";"2002159980"
"Carlos Eduardo";"Brasil";"GR";"Luziânia";"16";"30";"0";"45.2% (GR)";"69.9% (GR)";"2002160128"
"Carlos Eduardo";"Brasil";"GR";"Globo";"16";"30";"0";"40.6% (GR)";"67.8% (GR)";"2002160166"
"Carlos Eduardo";"Brasil / Itália";"Def C, M C";"Juventude Samas";"16";"30";"0";"46.3% (M)";"62.6% (M)";"2002160355"
"Carlos Eduardo";"Brasil";"MA D, PL";"Formosa";"16";"40";"0";"42.0% (PLR)";"67.8% (PLR)";"2002160434"
"Carlos Eduardo";"Brasil";"MA DE";"Galvez (AC)";"16";"30";"0";"44.4% (Pnt)";"73.4% (Pnt)";"2002160505"
"Carlos Eduardo";"Brasil";"MD, M DC";"Pesqueira";"16";"40";"0";"48.4% (M)";"71.5% (Pnt)";"2002160514"
"Carlos Eduardo";"Brasil / Áustria";"MA D";"Tiradentes (PI)";"16";"40";"0";"46.4% (Pnt)";"69.0% (Pnt)";"2002160626"
"Carlos Eduardo";"Brasil";"MA DE";"Atlético Itajaí";"16";"30";"0";"49.6% (Pnt)";"70.2% (Pnt)";"2002160852"
"Carlos Eduardo";"Brasil";"GR";"Bonsucesso";"16";"30";"0";"36.6% (GR)";"49.7% (GR)";"2002161054"
"Carlos Eduardo";"Brasil";"Def E, M EC";"Sporting Fonte Nova";"16";"30";"0";"39.0% (Pnt)";"46.9% (Pnt)";"2002161566"
"Carlos Eugênio";"Brasil";"MA DC";"Brusque";"16";"40";"0";"52.9% (Pnt)";"69.5% (Pnt)";"2002157857"
"Carlos Fonseca";"Brasil / Portugal";"GR";"União da Serra";"25";"0";"0";"68.3% (GR)";"71.0% (GR)";"2000136074"
"Carlos Gabriel";"Brasil";"PL";"Rondonópolis";"30";"60";"0";"62.3% (PLR)";"66.6% (PLR)";"19270907"
"Carlos Gabriel";"Brasil";"Def/Ala E, MD";"Bagé";"24";"370";"0";"60.7% (DL)";"65.7% (DL)";"19378452"
"Carlos Gabriel";"Brasil";"Def DE";"Cordino";"24";"50";"0";"47.8% (DL)";"50.3% (DL)";"2002052481"
"Carlos Gabriel";"Brasil / Portugal";"Def C";"Tombense";"16";"30";"0";"42.4% (DC)";"51.0% (DC)";"2002158374"
"Carlos Gabriel";"Brasil";"MA EC";"Tianguá";"16";"30";"0";"39.0% (Pnt)";"51.5% (Pnt)";"2002161439"
"Carlos Gabriel";"Brasil";"Def DC";"Primavera (MT)";"16";"30";"0";"48.7% (DC)";"66.9% (DC)";"2002161939"
"Carlos Gomes";"Brasil";"MA DC";"Altos (PI)";"24";"160";"0";"64.3% (Pnt)";"73.5% (Pnt)";"2000048752"
"Carlos Henrique";"Brasil";"Def/Ala E, MA EC";"Pérolas Negras";"30";"50";"0";"59.7% (Pnt)";"61.8% (Pnt)";"19197055"
"Carlos Henrique";"Brasil";"Def C";"Treze";"30";"770";"7.470";"66.7% (DC)";"72.0% (DC)";"19225613"
"Carlos Henrique";"Brasil";"PL";"Sorriso";"29";"810";"12.730";"66.2% (PLA)";"70.1% (PLA)";"19226549"
"Carlos Henrique";"Brasil";"MA/Av C";"Parnahyba";"24";"440";"790";"64.6% (PLR)";"69.9% (PLR)";"19366820"
"Carlos Henrique";"Brasil";"Def/Ala/MA E";"Água Santa";"23";"560";"11.510";"61.1% (DL)";"68.0% (DL)";"19379578"
"Carlos Henrique";"Brasil / Portugal";"Def C";"Vila Fria";"27";"0";"0";"61.2% (DC)";"66.9% (DC)";"83315252"
"Carlos Henrique";"Brasil";"Def C";"Guarani de Palhoça";"21";"190";"0";"55.5% (DC)";"58.9% (DC)";"2000145183"
"Carlos Henrique";"Brasil";"Def C";"PSTC";"20";"270";"0";"60.4% (DC)";"63.9% (DC)";"2000159465"
"Carlos Henrique";"Brasil";"M C";"Real Brasília";"30";"50";"0";"49.1% (M)";"52.5% (M)";"2002052314"
"Carlos Henrique";"Brasil";"MD";"Santa Cruz";"22";"70";"0";"59.5% (MD)";"60.4% (MD)";"2002052642"
"Carlos Henrique";"Brasil";"MA DC";"Sport Atalaia";"16";"170";"0";"53.7% (Pnt)";"72.3% (Pnt)";"2002129471"
"Carlos Henrique";"Brasil";"MA/Av C";"América (MG)";"16";"40";"57.370";"57.7% (PLR)";"78.4% (PLR)";"2002156924"
"Carlos Henrique";"Brasil";"Def C, MD";"Atlético Torres";"16";"30";"0";"55.9% (DC)";"78.9% (DC)";"2002159079"
"Carlos Henrique";"Brasil";"Def/Ala D";"Cascavel CR";"16";"30";"0";"53.0% (DL)";"70.8% (DL)";"2002160138"
"Carlos Henrique";"Brasil";"MD";"Rio Branco VN";"16";"30";"0";"42.2% (M)";"65.8% (MD)";"2002160223"
"Carlos Henrique";"Brasil";"MD";"Jequié";"16";"30";"0";"45.7% (MD)";"65.2% (MD)";"2002160314"
"Carlos Henrique";"Brasil";"MA D";"Jataiense";"16";"40";"0";"46.4% (Pnt)";"74.7% (Pnt)";"2002160686"
"Carlos Henrique";"Brasil";"MD";"Teresópolis FC";"16";"30";"0";"47.3% (M)";"68.7% (M)";"2002161532"
"Carlos Henrique";"Brasil";"PL";"Oeirense";"15";"40";"0";"49.0% (PLR)";"70.9% (PLR)";"2002161743"
"Carlos Henrique";"Brasil";"MA E";"ESMAC";"16";"30";"0";"35.3% (Pnt)";"46.2% (Pnt)";"2002162184"
"Carlos Humberto";"Brasil";"Def DC";"Prudentópolis EC";"16";"120";"0";"53.5% (DL)";"58.7% (DL)";"2002130943"
"Carlos Iury";"Brasil";"MA C";"Chiangrai Utd";"23";"4.040";"191.160";"63.4% (MA)";"66.9% (MA)";"2000110732"
"Carlos Jatobá";"Brasil / Itália";"Def C, MD";"Daegu";"29";"780";"23.060";"64.9% (MD)";"69.2% (MD)";"19228027"
"Carlos Jesus";"Brasil / Portugal";"M C";"Valeo Nazaré";"27";"0";"0";"61.6% (M)";"65.6% (M)";"83317962"
"Carlos Jr.";"Brasil";"MA DE, PL";"Al-Shabab";"29";"123.980";"16.793.320";"74.7% (Pnt)";"75.8% (Pnt)";"19158809"
"Carlos Junio";"Brasil";"Def C";"Guarani (MG)";"23";"140";"2.400";"62.6% (DC)";"66.1% (DC)";"19381784"
"Carlos Magno";"Brasil";"Def/Ala D, MA DC";"1º de Maio";"38";"260";"0";"58.3% (Pnt)";"58.3% (Pnt)";"2108839"
"Carlos Magno";"Brasil";"Def D";"R1 Esporte";"16";"0";"0";"54.3% (DL)";"64.9% (DL)";"2002129689"
"Carlos Magno";"Brasil";"M EC, PL";"Democrata GV";"16";"30";"0";"46.7% (PLR)";"68.8% (PLR)";"2002158184"
"Carlos Magno";"Brasil";"Def EC, M C";"Iguatu";"16";"30";"0";"47.2% (DC)";"64.0% (DC)";"2002158748"
"Carlos Magno";"Brasil";"GR";"Vilavelhense";"16";"30";"0";"37.4% (GR)";"54.4% (GR)";"2002160690"
"Carlos Magno";"Brasil";"M C";"Itarema";"16";"30";"0";"56.3% (M)";"70.9% (M)";"2002161627"
"Carlos Magno";"Brasil";"GR";"Atlético Piranhas";"16";"30";"0";"40.6% (GR)";"52.6% (GR)";"2002162224"
"Carlos Maia";"Brasil";"MA/Av C";"Monsoon";"23";"110";"0";"64.6% (Pnt)";"70.0% (Pnt)";"19411839"
"Carlos Manuel";"Brasil";"Def/Ala D, MD";"Velo Clube";"24";"50";"0";"64.8% (DL)";"69.1% (DL)";"19362780"
"Carlos Matheus";"Brasil";"MA/Av C";"Jacobinense";"21";"70";"0";"63.5% (PLR)";"69.8% (PLR)";"2000062967"
"Carlos Miguel";"Brasil";"GR";"Palmeiras";"26";"5.910";"490.180";"73.8% (GR)";"76.2% (GR)";"19348822"
"Carlos Miguel";"Brasil";"MA C";"Vila Nova (GO)";"21";"50";"0";"57.7% (MA)";"63.7% (MA)";"2002088531"
"Carlos Muribeca";"Brasil";"MA C";"Zumbi";"24";"50";"0";"65.3% (MA)";"69.5% (MA)";"2000124499"
"Carlos Pelé";"Brasil";"Def C, MD";"-";"28";"0";"0";"54.4% (DC)";"59.9% (DC)";"19304613"
"Carlos Renato";"Brasil";"Def/Ala E, MA DE";"Atlético Tubarão";"31";"780";"8.250";"60.0% (Pnt)";"61.6% (Pnt)";"19249123"
"Carlos Renato";"Brasil";"Def/Ala/M E";"Camaçari";"16";"30";"0";"40.4% (DL)";"65.6% (DL)";"2002159588"
"Carlos Renato";"Brasil";"Def DC, MD";"Elite (RS)";"16";"30";"0";"38.2% (DL)";"59.8% (DL)";"2002160786"
"Carlos Renê";"Brasil";"MA DE";"São José (RS)";"23";"210";"0";"60.9% (Pnt)";"65.8% (Pnt)";"2002099369"
"Carlos Roberto";"Brasil";"GR";"Goianésia";"16";"30";"0";"40.2% (GR)";"47.9% (GR)";"2002160042"
"Carlos Roberto";"Brasil";"MA/Av C";"São Domingos (AL)";"16";"30";"0";"51.7% (PLR)";"72.3% (PLR)";"2002161034"
"Carlos Roberto";"Brasil / Espanha";"GR";"ABB";"16";"30";"0";"42.4% (GR)";"68.7% (GR)";"2002162125"
"Carlos Vinícius";"Brasil";"PL";"Grêmio";"29";"11.200";"19.443.130";"76.6% (PLA)";"80.4% (PLA)";"19242476"
"Carlos Vinícius";"Brasil";"M C";"Sampaio Corrêa";"29";"350";"1.920";"60.7% (M)";"61.6% (M)";"96142112"
"Carlos Vinícius";"Brasil";"MD, M DC";"Fortaleza";"16";"30";"0";"50.5% (M)";"68.6% (M)";"2002156997"
"Carlos Vitor";"Brasil";"MA DEC";"Moto Club";"31";"120";"0";"62.7% (Pnt)";"64.3% (Pnt)";"19248757"
"Carlos Vítor";"Brasil";"Def C, MD";"Rio Branco (PR)";"16";"30";"0";"44.9% (DC)";"66.6% (DC)";"2002159680"
"Carlos, Roberto";"Brasil";"Def C, MD";"URSO";"16";"40";"0";"39.0% (DC)";"52.0% (DC)";"2002161042"
"Carmo, Athan";"Brasil";"Def C, MD";"Vera Cruz (PE)";"16";"30";"0";"55.5% (DC)";"74.2% (DC)";"2002160200"
"Carmo, Cláudio";"Brasil";"Def C";"Pedra Branca";"16";"120";"0";"50.3% (DC)";"54.7% (DC)";"2002130455"
"Carmona, José Ángel";"Espanha";"Def DC";"Sevilla";"22";"17.290";"13.745.800";"75.0% (DL)";"82.0% (DL)";"2000053930"
"Carmona, Lucas";"Brasil";"Def/Ala D";"-";"16";"0";"0";"43.5% (DL)";"49.4% (DL)";"2002162286"
"Carneiro Seixas, João";"Brasil";"MD";"São Raimundo (RR)";"16";"40";"0";"45.5% (M)";"69.8% (MD)";"2002158770"
"Carneiro, Alessandro";"Brasil";"Ala D, MD";"Trem";"16";"30";"0";"40.1% (DL)";"52.5% (DL)";"2002158818"
"Carneiro, Alexsandro";"Brasil";"MA DE, PL";"Operário FC (MT)";"16";"30";"0";"42.0% (Pnt)";"67.0% (Pnt)";"2002160804"
"Carnesecchi, Marco";"Itália";"GR";"Atalanta";"24";"3.070";"5.867.640";"80.4% (GR)";"88.1% (GR)";"43298002"
"Carpa, Guilherme";"Brasil";"Def EC";"Montes Claros";"16";"240";"0";"54.7% (DL)";"59.3% (DL)";"2002129437"
"Carpanez, Octávio";"Brasil";"GR";"Vasco (AC)";"16";"30";"0";"41.6% (GR)";"50.9% (GR)";"2002160817"
"Carpi, Tiago";"Brasil";"Ala E, MA DE";"-";"16";"0";"0";"47.2% (Pnt)";"60.9% (Pnt)";"2002162281"
"Carpini, Gabriel";"Brasil";"MA DC, Av C";"São José (TO)";"16";"30";"0";"52.0% (PLR)";"76.4% (PLR)";"2002161990"
"Carrascal, Jorge";"Colômbia";"MA EC";"Flamengo";"26";"28.770";"889.550";"77.7% (Pnt)";"79.4% (Pnt)";"76040911"
"Carrasco, Javier";"Chile";"Def EC";"Colo Colo";"16";"20";"4.583.760";"63.7% (DL)";"90.0% (DL)";"2002157317"
"Carrasco, Yannick";"Bélgica / Espanha / Portugal";"Ala E, MA DE";"Al-Shabab";"31";"156.180";"300.000.000";"82.2% (Pnt)";"84.2% (Pnt)";"18027198"
"Carré";"Brasil";"MD";"Fast Clube";"29";"410";"0";"59.5% (MD)";"62.0% (MD)";"19403311"
"Carreira, Sergio";"Espanha";"Def/Ala D";"Celta";"24";"7.750";"17.418.480";"79.5% (DL)";"83.9% (DL)";"67263766"
"Carrijo";"Brasil";"Def/Ala D";"Linense (SP)";"23";"310";"1.640";"61.9% (DL)";"68.4% (DL)";"19390668"
"Carrijo";"Brasil";"MA C";"Vera Cruz (PE)";"22";"520";"5.460";"65.5% (MA)";"69.0% (MA)";"2000110734"
"Carrijó, Leandro";"Brasil";"PL";"Sousa";"39";"160";"0";"65.7% (PLA)";"65.7% (PLA)";"19035468"
"Carrillo, André";"Perú";"MA DEC";"Al-Wahda (UAE)";"33";"46.060";"25.822.300";"75.9% (Pnt)";"75.9% (Pnt)";"77012583"
"Carrillo, Guido";"Argentina / Itália";"PL";"Estudiantes de La Plata";"33";"31.020";"1.207.490";"80.5% (PLA)";"80.5% (PLA)";"14023274"
"Carrillo, Ronnie";"Equador";"MA/Av C";"Botafogo (SP)";"28";"1.050";"32.200";"72.8% (PLR)";"73.9% (PLR)";"86057940"
"Carrizo, Maximo";"E.U.A. / Argentina";"MA C";"NYCFC";"16";"1.060";"7.321.630";"62.7% (MA)";"68.7% (MA)";"2000167433"
"Carson, Scott";"Inglaterra";"GR";"Rangers";"39";"7.670";"17.170";"69.8% (GR)";"69.8% (GR)";"5109668"
"Cartaxo, Wanderson";"Brasil";"MA DE";"Sampaio Corrêa (RJ)";"16";"30";"0";"42.0% (Pnt)";"55.5% (Pnt)";"2002160573"
"Cartier, Vinícius";"Brasil";"MA E, PL";"ASA";"16";"40";"0";"45.1% (PLR)";"66.3% (PLR)";"2002157814"
"Carvajal, Dani";"Espanha";"Def/Ala DE";"Real Madrid";"32";"313.730";"32.347.250";"82.3% (DL)";"82.8% (DL)";"67139735"
"Carvalho";"Brasil";"MA DC";"São José (SP)";"25";"140";"0";"61.2% (Pnt)";"63.2% (Pnt)";"19363108"
"Carvalho, Alex";"Brasil";"GR";"Osvaldo Cruz";"16";"30";"0";"38.0% (GR)";"63.4% (GR)";"2002161014"
"Carvalho, David";"Brasil";"Def/Ala E";"Internacional";"16";"30";"0";"45.8% (DL)";"50.6% (DL)";"2002156698"
"Carvalho, Fábio";"Portugal / Timor-Leste / Inglaterra";"MA DEC, Av C";"Brentford";"22";"53.970";"46.514.630";"77.8% (Pnt)";"84.2% (Pnt)";"28122195"
"Carvalho, Felipe";"Uruguai / Brasil";"Def C";"Maricá";"31";"200";"0";"71.0% (DC)";"72.3% (DC)";"78074087"
"Carvalho, Leandro";"Brasil";"Def EC, M C";"Patriotas (PR)";"16";"30";"0";"42.2% (M)";"59.9% (M)";"2002160701"
"Carvalho, Lucas";"Brasil / República Tcheca";"M C";"Breclav";"30";"0";"0";"59.6% (M)";"59.6% (M)";"25041114"
"Carvalho, Matheus";"Brasil";"Def/Ala E";"Kaburé";"16";"30";"0";"36.6% (DL)";"41.5% (DL)";"2002161385"
"Carvalho, Valtércio";"Brasil";"MA D";"Santa Cruz (SE)";"16";"30";"0";"52.4% (Pnt)";"71.5% (Pnt)";"2002160745"
"Carvalho, William";"Portugal / Angola";"MD";"PSG";"32";"88.470";"84.128.050";"83.1% (MD)";"83.9% (MD)";"55012106"
"Carvallo, José";"Perú / E.U.A.";"GR";"Al-Fateh";"38";"10.960";"20.230";"69.2% (GR)";"69.2% (GR)";"8826192"
"Casadei, Cesare";"Itália";"MD, MA C";"Torino";"21";"8.740";"23.517.740";"72.4% (M)";"83.1% (M)";"43500064"
"Casagrande";"Brasil";"PL";"-";"38";"0";"0";"59.3% (PLA)";"59.3% (PLA)";"19156939"
"Casagrande";"Brasil";"Def C";"-";"25";"0";"0";"69.0% (DC)";"73.3% (DC)";"19319453"
"Casagrande, Allan";"Brasil";"Def/Ala D";"Goiás";"16";"30";"138.820";"56.9% (DL)";"75.7% (DL)";"2002156937"
"Casanova, Ademir";"Brasil";"MD, MA C";"Paysandu";"16";"30";"0";"45.6% (M)";"68.2% (M)";"2002157208"
"Casanova, Luis";"Chile";"Def C";"Univ. de Chile";"32";"1.460";"5.370";"71.3% (DC)";"71.9% (DC)";"75015578"
"Cascardo, Luciano";"Brasil";"Def EC, MD";"Concórdia";"16";"40";"0";"47.8% (DC)";"65.5% (DC)";"2002158501"
"Casciaro, Lee";"Gibraltar";"MA DEC, Av C";"Lincoln (GIB)";"43";"180";"0";"57.3% (PLR)";"57.3% (PLR)";"36500284"
"Casco, Milton";"Argentina";"Def/Ala DE";"River Plate";"36";"14.940";"531.420";"78.9% (DL)";"78.9% (DL)";"14021863"
"Casemiro";"Brasil / Espanha";"MD";"Man UFC";"32";"300.000";"300.000.000";"88.5% (MD)";"88.5% (MD)";"19061518"
"Cash, Matty";"Polônia  / Inglaterra";"Def/Ala/M D";"Aston Villa";"27";"65.000";"41.192.590";"82.6% (DL)";"82.6% (DL)";"29147447"
"Casimiro, Diogo";"Portugal";"Def/Ala D";"Salgueiros";"25";"230";"510";"64.1% (DL)";"67.5% (DL)";"83105841"
"Casmires, Ageu";"Brasil";"GR";"Mato Grosso";"16";"120";"0";"47.9% (GR)";"60.0% (GR)";"2002130158"
"Casquinha";"Brasil";"GR";"Pacajus";"29";"50";"0";"54.7% (GR)";"56.8% (GR)";"2002052700"
"Cassiano";"Brasil / Portugal";"MA E, PL";"Casa Pia";"35";"720";"27.960";"72.0% (PLA)";"72.0% (PLA)";"19054339"
"Cassiano";"Brasil";"Def C";"Lusitano Évora";"30";"110";"1.850";"62.6% (DC)";"65.7% (DC)";"19304614"
"Cassiano";"Brasil";"Def C";"Comercial (MS)";"22";"310";"0";"58.2% (DC)";"62.4% (DC)";"2000209765"
"Cassilha, Renzo";"Brasil";"MA EC";"Capivariano";"16";"50";"0";"49.3% (MA)";"71.7% (MA)";"2002159835"
"Cassini, Leonardo";"Brasil";"Def/Ala D";"4 de Julho";"16";"40";"0";"46.3% (DL)";"64.1% (DL)";"2002160070"
"Cássio";"Brasil";"GR";"Cruzeiro";"37";"26.010";"165.140.700";"79.5% (GR)";"79.5% (GR)";"8833553"
"Cássio";"Brasil";"Def C";"Dewa United";"30";"1.100";"11.250";"68.0% (DC)";"71.1% (DC)";"19191285"
"Cássio";"Brasil";"Def/Ala E";"União São João";"29";"340";"0";"64.7% (DL)";"64.7% (DL)";"19271441"
"Cássio";"Brasil / Espanha";"MD";"Ávila";"25";"1.770";"4.650";"58.5% (MD)";"65.0% (MD)";"19290886"
"Cássio";"Brasil";"MD";"Odra Opole";"25";"180";"7.150";"61.1% (M)";"61.1% (M)";"19371144"
"Cássio";"Brasil";"GR";"América (MG)";"22";"540";"73.600";"66.2% (GR)";"72.8% (GR)";"19404344"
"Cássio";"Brasil";"Def/Ala D, MA C";"-";"31";"0";"0";"58.6% (DL)";"60.2% (DL)";"67292696"
"Cássio";"Brasil";"MD";"Horizonte";"26";"50";"0";"43.2% (M)";"46.6% (M)";"2002052071"
"Cássio";"Brasil";"MD";"Tupynambás";"26";"320";"0";"55.3% (M)";"58.8% (M)";"2002052186"
"Cássio";"Brasil";"Def DE";"Globo";"31";"80";"0";"56.4% (DL)";"56.9% (DL)";"2002052389"
"Cássio";"Brasil / Portugal";"MA DC";"Aparecidense";"16";"40";"0";"38.3% (Pnt)";"62.9% (Pnt)";"2002158442"
"Cássio";"Brasil";"Def E";"Rio Branco (AC)";"16";"40";"0";"47.6% (DL)";"63.9% (DL)";"2002158579"
"Cássio";"Brasil";"GR";"Fast Clube";"16";"30";"0";"47.1% (GR)";"71.8% (GR)";"2002159410"
"Cássio";"Brasil / República Tcheca";"Def/MA E";"América de Propriá";"16";"40";"0";"40.9% (Pnt)";"69.8% (Pnt)";"2002159965"
"Cássio";"Brasil";"Def/MA E";"Andirá";"16";"40";"0";"41.1% (Pnt)";"66.5% (Pnt)";"2002161771"
"Cássio";"Brasil";"MA E, PL";"Jaboticabal";"16";"30";"0";"45.3% (Pnt)";"56.2% (Pnt)";"2002162272"
"Cássio Acosta";"Brasil";"GR";"Fortaleza";"19";"540";"394.870";"66.5% (GR)";"72.2% (GR)";"2000091753"
"Cássio Fernando";"Brasil";"MA E, PL";"Elosport";"16";"30";"0";"48.0% (Pnt)";"71.8% (Pnt)";"2002159862"
"Cássio Gabriel";"Brasil";"MA DC";"Ferroviária (SP)";"32";"700";"1.570";"64.5% (Pnt)";"65.3% (Pnt)";"19158427"
"Cássio Luis";"Brasil / Portugal";"Def/Ala/M D";"Limianos";"26";"0";"0";"62.1% (DL)";"64.7% (DL)";"83324295"
"Cássio Ortega";"Brasil";"MA DEC";"Oeirense";"33";"720";"1.490";"61.5% (Pnt)";"61.5% (Pnt)";"19126108"
"Cássio Santos";"Brasil / E.U.A.";"Def/Ala E";"FC Cascavel";"24";"360";"0";"64.1% (DL)";"65.7% (DL)";"2000028417"
"Cassius";"Brasil";"Def C, MD";"Clíper";"29";"780";"0";"56.9% (DC)";"61.0% (DC)";"19215475"
"Castagne, Timothy";"Bélgica";"Def/Ala/M DE";"Fulham";"28";"95.290";"45.732.420";"77.5% (DL)";"80.1% (DL)";"18074558"
